ReviewText,ReviewStar,Product
"I bought it from croma store and i have to say the sound is too good....though i felt that bass is more punchy tjan it should be but for me its not a big deal....been a jbl fan since i had the jbl tempo ....i have no idea what amazon delivered to many people which made them to give negative review for this great earphone but in my experience it performed good
",5,JBL T110BT
"Very bad Im very unsatisfied to it
",1,JBL T110BT
"One of the worst product from jbl I have ever bought. The earphone stopped working in a month. Then took them to the service centre in nehru place  where in their customer register all the complaints were related to this product only. As far as the customer care service is concerned, it is way more worse than the product because Jbl take ages to replace your product as for mine they took 20 days for the replacement. Then again the new earphones stopped working within a month.So, as a genuine user of this product I would not recommend anyone to go for these earphones as it has some manufacturing defect within the device itself.
",1,JBL T110BT
"Not good for voice calls, music quality is okay
",3,JBL T110BT
"awesome earphones, compared with TAGG INFERNO, that was nothing in front of it.it doesn't have too much loudness. it has a very good quality sound and bass
",5,JBL T110BT
"I was hesitant of buying this product as there were no reviews when I bought this product.But once I got the product I feel I made the right choice.It's not a fancy product but does the job well for listening music and receiving phone calls. Easy to operate and easy to setup. Would recommend anyone looking of wireless headset in this price range
",4,JBL T110BT
"I bought expensive tiny monster from Croma a year ago. In just one year and 6-7 days, one side of the earphone stopped working. worst part is yet to come. I expected at least a repair by paying a few bucks after surpassing 1 year warranty deadline at the authorized service centre which again is just one in whole gujarat state. But to my shock they denied repairing and when I called their customer care they justified it with all silly reasons for not repairing.  So in the end it is just a cheap use and throw pairs of earphone with over 2000 Rs. price tag.  JUST STAY AWAY FROM THIS TINY MONSTER and go for any other cheaper brand.
",1,JBL T110BT
"Replica products. U can easily get it for below 1k
",1,JBL T110BT
"I am using this product for I had received it as a gift. The sound quality for calls is awful, the voice is truly smudged, and you need to conncentrate to understand. Nothing to offer much for music too. It has more of treble and less of Bass. The sound qualtiy doesn;t really matches the standard in the range of 2.1K. It is waste of money.The battery life too, isn't that great. 2 hours of charge and 6 hours of usage!!!No Google Assistant, no waterproof.The only plus are the design and the magnetic buds which keep them safe and less entangled.'v'
",2,JBL T110BT
"sound quality"", ""battery life"" and ""durability"".....In this better price range by brand JBL.
",3,JBL T110BT
"After using sennhiser cx275s for four mnths, trust me guys these jbl earphones sound horrable, bought these cuz jbl said pure bass sound but its not, average bass high in vocals, not recomended for music lovers, i use them only for youtube or while playing any sport, thats it no more use than that, im totally unhappy with these pair jbl is fooling everyone.....😤
",2,JBL T110BT
"Bass is ok but voice quality is horrible
",1,JBL T110BT
"WORST PRODUCT
",1,JBL T110BT
"No bass sound
",1,JBL T110BT
"I am using this device 10 month i am not found any problem with this earphone jbl is a trustable brand.  Quality is best with this price range i bought 1980 rs. Only and also extend warranty 2 year of only 399 rs.Most dissappointing thing is that its battery its drain of approxx. 4:30 -6:00 hour in videos but in call and  its last long upto 5-7 hour when it disscharge it contain charging upto 1:30-2:00 hour.
",5,JBL T110BT
"First of all let me tell you that it's a Bluetooth headset so please don't compare it with wired headphones, even if you buy the most expensive Bluetooth product you won't get the sound quality as good as wired headphones due to bandwidth limitations, considering the same I would suggest to go for it if you want to use it while jogging or workout, may not be good for the people who want to use it only for music
",4,JBL T110BT
"A total waste of your money.. it looks too ofd and is a bit uncomfortable.. if you wear specks you will get a 70’s grandpa look.. Totally waste and you cannot return it it will only be replaced. Worst decision!
",1,JBL T110BT
"Either all comments are fake, or this dealer is providing fake product, I purchased them from croma, and they are base headed, base is very much balanced,👌only voice is decent quality, not too loud but, not JBL type, but people are saying trebble is too much, how can they give this review. They are best under 2200.
",4,JBL T110BT
"I got this as a gift in February and by august, the plastic covering of the left earphone came off. The jbl customer care number never gets through. I will pay for the repairs just want this bit to get fixed.The earphones were not too bad but in didn't expect this.
",3,JBL T110BT
"Friends I am a fan of Harman Kardon. I agree that as they boast about bass, the expectations were a bit low for the JBL standard. But please use the correct ear piece provided. No music should "" leak"" out of your ear canal. The results are way too better. Good luck
",4,JBL T110BT
"This is a decent earphone considering the sound quality, brand value and cost. Don't expect thumping bass response from its 8.6 mm driver, the sound is not flat or full though. Give it some time to burn in the speaker to get the real sound of it. The call quality is horrible with this , you just can't roam around the rooms and talk, also the mic position is problematic. The build quality is average and is made of plastic, the wire is tangle free and of good quality. My first set have one of its speaker casing fall out of place, so have to order a replacement. Overall, it's a decent earphone.
",3,JBL T110BT
"hey guys. bought it. used it. has a bass boost apparently, but it doesn't seem bassy enough for some reason. my Samsung wired headphones were better on that aspect. plus if ure planning to use it for running, dont buy this. the wireless aspect is not helpful as the wires keep bouncing in front of your face. tooo cumbersome to keep pushing them away during runs.
",2,JBL T110BT
"Guys jbl earphones are absolutely good with audio.. but as per service center it's very bad and disappointing. Don't dare to buy the jbl electronics if there was no service near you.I hope you will understand this problem the worst experience I have faced with JBL Harman India. I'm the fan of JBL but now my opinion has changed due to no service center. Thank you..
",4,JBL T110BT
"Old and used product with scratches on it!! The white is dirty and even the ear plugs were used and dirty! Shocked and disappointed as it was a gift for someone! Kindly ban sellers that give fake/used products!
",1,JBL T110BT
"High quality product please go for it it's very high quality durable . You may surely go for it.  Good
",5,JBL T110BT
"Amazing release from JBL!  Worth every rupee! This product is very light and charges quickly! Easy to use! This comes with mic! Sound effect is very good. The only drawback is u can't find a dedicated button for Google assistant. There r 3 buttons. Hold center button -- On/Off. Press once - pause/play music - left click - volume down, right click - volume up,  hold left button - previous track, hold right button - play next track. Calls can be received with click on center button.
",5,JBL T110BT
"Pros:Length of wires: too longBattery: 5-6 hrs of  call or musicDesign is :okBiggest con: You cant use it for calls. Person other side wont be hear you. Choose other earphone having proper mic position
",1,JBL T110BT
"Don't buy this product.1st time purchased JBL Product but totally disappointed.Feel heavy on neck. Battery and Volume both are big in size.Good for normal classic music.More Treble then Bass.Sound on Call very bad.Will not even give any star rating fo4 this product.
",1,JBL T110BT
"I'm impressed with the sound quality. But the build quality is poor. I had purchased three of the same earphones. All three had the MIC issues and Bluetooth connectivity issues. Mic will work only for 2-3 months.
",2,JBL T110BT
"Received them and as its a very established brand was having lot of expectations , it states pure bass but the bass is very mimimal and these earphones have low sound even after adjusting equalizer and volume to fullest. I received the package and the USB cable is damaged at the plug end. And i am returning this product
",3,JBL T110BT
"No bass, Bluetooth good, light weight also, jbl is a very good brand btw, not for exercise and jogging .
",5,JBL T110BT
"Thank you Amazon for this amazing product.Sound quality and Noise Cancellation are awesome.Overall sound output is good you can feel the True JBL Sound Output with it but build quality is not so good. It doesn’t look premium & durable.
",5,JBL T110BT
"I bought this product from Chroma Cannaught Place, not from Amazon.The product is pathetic , Sound Quality sucks, built quality sucks and it doesn't even have the basic next option (Double Click) which we can get from basic wired earphones.
",1,JBL T110BT
"Initially it was very good... then i started taking it out for walks.. after couple of weeks the sound detoriated.. almost no bass...... blue light for connection stopped working.. i think it cannot handle a little sweat... for indoor use it is okayish... otherwise not recommended
",2,JBL T110BT
"The WORST product from JBL which I had brought, WORST BASS, not getting the feeling of songs,It says with pure bass but main defect in this product  is BASS with very minimal bass when compared to other headphones even when compared to local headphones...
",1,JBL T110BT
"Amazing release from JBL! Worth every rupee! This product is very light and charges quickly! Easy to use! This comes with mic! Sound effect is very good. The only drawback is u can't find a dedicated button for Google assistant. There r 3 buttons. Hold center button -- On/Off. Press once - pause/play music - left click - volume down, right click - volume up, hold left button - previous track, hold right button - play next track. Calls can be received with click on center button.
",5,JBL T110BT
"Pros:- Looks- Feel and easy of usageCons:- Medium quality of sound, unlike usual JBL- Just 6 hours of battery life- Cost of 1900
",3,JBL T110BT
"No clarity or effectiveness compared to Sony. But the one which is used in sony was wired headset. i am not satisfied with this product compared to Sony. (Sony MDR-EX14AP Headset with Mic) was excellent, bought from Flipkart.
",3,JBL T110BT
"Worst product ever ! Tinny and no base , gives a headache after a little bit of listening to music. Shame on JBL !!!!
",1,JBL T110BT
"As usual jbl satisfied me again with this bt  earphone and battery back up is also goodNoise cancellation is superb I also enable dolby atmos in my phone which enhance its sound , clarity and bass
",5,JBL T110BT
"*No bass until you use equlilizer*Battery is only good in this product*Bluetooth stopped working not expected from jbl because my second jbl worked for approx 2 year as it was third.
",2,JBL T110BT
"Noise cancellation and clarity was ok in the beginning.but with a month one end of the headphones has stopped working, mice has stopped working.ull have to stick the mic to ur mouth to ensure the conversation is smooth
",1,JBL T110BT
"After 5 months of use, it's battery discharging rapidly.!. Like in 10 mins!Too bad! I need  a replacement!Looking for Amazon customer care number
",1,JBL T110BT
"awesome JBL headphone with noise cancellation,  the sound is very crisp with appropriate bass, worth every rupee at this price
",5,JBL T110BT
"It hasn't even been 6 months since I bought it and one side of the earphones has stopped working. I am looking to claim the warranty for this product. I hope I get a reply.
",2,JBL T110BT
"Why you say pure bass when it's so much impure. Disappointed for bass. Wire is too much lengthy and uncomfortable to carry. U can get better headphones in same range of price.
",2,JBL T110BT
"I must say this product is completely a crap for music lovers. Worst sound quality, low bass, poor battery life, cheap built quality at this price point. Not recommended at all!!!!JBL SUCCKSS
",1,JBL T110BT
"Not worth for the money. Bought it in Croma but regretting. Should have read the reviews before purchasing it. The music quality is almost flat in this particular product. Expected a lot, but disappointed. But for hearing audio messages it’s fine.
",2,JBL T110BT
"Bought this earphone 5 months back!I think it is the best BT earphone one can buy as it is durable has really good bass and battery life is descent. I will 100% recommend everyone to go for it!!
",5,JBL T110BT
"Worst product ever..I purchased three sets in my family and all of them stopped working within a year. Even at the jbl service centre most of the people were facing same problem.
",1,JBL T110BT
"1800rs is good for this product
",5,JBL T110BT
"It is a really good product and the best part is that it does not get tangled so it is a great relieve as the biggest problem with earphones r that their wires get tangled even the sound quality is awesome
",5,JBL T110BT
"Sound quality is worst. JBL is telling that it is pure bass sound product but there is no bass at all. I am recommending you to go for BOAT ROCKERZ the bass is absolutely powerful and pefect.
",1,JBL T110BT
"Product sound quality is good. But it won't stay for 1 year and jbl service at warranty sucks. Too much effort from your end to replace the product...You can prefer boat whose service is india is superb
",1,JBL T110BT
"how am i able to review this product even if i haven't yet bought it?? i wouldn't know if the product is genuine ...
",1,JBL T110BT
"Very bad quality in 1year 1 side doesn't working low quality and doesn't give better sound all of money got wasted because if we buy earphone it should work at least 2 to 3 year
",1,JBL T110BT
"I bought JBL wireless headphone in June 2018 but within 3 months one side of head phone stopped working. I mail them on jbl site but its not help full. If anyone know where to complaint . Tell me.
",1,JBL T110BT
"Dont listen any negative comments its too good correct bass,voice clarity,and mid low volume also good try to purchase from offline stores i purchased for 1999.
",5,JBL T110BT
"All perfect.working smoothly
",4,JBL T110BT
"Very good sound quality and durablity is also good.
",5,JBL T110BT
"Not a good choice at this product category. Poor sound quality despite of paying high for JBL brand.  No ample service centers
",3,JBL T110BT
"Worth every pennyThe bass is averageBut the sound quality is nutttsIts the best wireless i have evere usedIt Ranks 3rd in my best wireless listBuy it at your own risk 😂
",4,JBL T110BT
"magnets don't work, keeps sliding on sides.besides that sound is amazing, bass is good too. think its overpriced though
",3,JBL T110BT
"It's great I have been using it for a week from today and I must say that I am fully satisfied with it and its main specialty is its totally tangle free. A must buy product in this price.
",5,JBL T110BT
"I bought This earphone by name,of brand jbl..  I m not satisfied with this product.. Very bad sound... And customers who give this product 5 stars in which some must be fake...
",1,JBL T110BT
"I would say it's a must buy product as it has a 3 button remote system which makes it easy to manage calls and music. It's a great earphone with magnetic cable and superb design
",5,JBL T110BT
"USEFULL PRODUCTWORTH MONEYTHANK YOU AMAZONEPRICE BETTERTHAN OTHER ONLINE SHOPEGOOD SOUND EFFECT WHILE WATCHING VIDEO SONGS AND ECT
",3,JBL T110BT
"Ssound quality and bass is awesome. Only negative point for me is the battery life and the cost. Very durable and handy, you can easily go for a run with these on.
",4,JBL T110BT
"I woudn’t recommend anybody buying this product. The sound is shrill and there is no bass. And the USB cable that comes with it for charging the device is way too shady.
",1,JBL T110BT
"Ear buds are good. A little bit of battery life. Sound quality is excellent. It's a durable product.I rate it 4.5 out of 5.
",5,JBL T110BT
"I will give this product 5 stars as this is a unique earphones with long battery life and with almost 5-6 hours of continuous use and it just takes 2 hours for full charge
",5,JBL T110BT
"There is no bass effect at all. Volume is very Low. Even when compared with JBL C100SI, this product bass & Volume is very very low. i expected more and highly disappointed. !!!
",2,JBL T110BT
"Firstly, remove the word pure bass from the product(Boats 225 are better in terms of bass), sound quality is awesome, length is bit shorter as I can't use volume buttons while earphones are on.
",3,JBL T110BT
"Above models are failure product's, in our office we ordered 5 quantity,all products are not working in short time of 2 months one side and Mic is not working
",1,JBL T110BT
"Good battery life Working the besr
",5,JBL T110BT
"After two days of usage, speakers come out from it.Shown pic shown above...sucks JBL. Never buy this...2300 is not a cheap! Sad
",1,JBL T110BT
"Sound quality and durability is good. Good connectivity and available everwhere in affordable price. Service is all ok. Will recommend this.
",4,JBL T110BT
"Not a good bluetooth earphones👎👎👎👎not happy with jbl .. Buy Sony bluetooth earphones 20hr bettery back up. Sony is best
",1,JBL T110BT
"The batterly life dropped from 2 days to1 day within 2 months...by 3rd month the mic stopped functioning  ,this is happening regularly with all jbl products
",1,JBL T110BT
"After 2,3 months later right side of my headfos is not working i couldn't listen anything from Right side. Really pathetic
",1,JBL T110BT
"Waste product only one hour it worked..I never expected from jbl...that too made in chaina...really worst product I bought from amaZon.
",1,JBL T110BT
"One side of ear phone stopped working just after 2 weeksCompletely dissatisfied with its performanceOverall never buy this
",1,JBL T110BT
"Waste of money totally..Bakwaassss..Jb ka naam barbad kar dia..Pure bass = ghantaaaLow sound....Don't fit properly due to extra long wire.
",1,JBL T110BT
"If you dont like this product ...please recommend someother best .....product so that we could compareThank you so much
",5,JBL T110BT
"Average product , fast delivery I got this item with in 3 days  ,nice to use, average sound quality ,I buy this for my gf
",2,JBL T110BT
"It is a very good Bluetooth headphone.  It’s quality is very good and durable also.Great product with the great company.
",4,JBL T110BT
"It has a long battery life which is the best thing abt this product. There's nothing to be concerned about the battery. A great product
",5,JBL T110BT
"I can't believe this is JBL headphoneJBL T110 bt is a rubbish product by JBL..Waist of 💰 💰 💰💰💰 money .......
",1,JBL T110BT
"Plz don't buy this product the incoming and outgoing voice quality is very poor totally headache products and also not secure
",1,JBL T110BT
"Those who r saying sound is not good i think they got duplicate of this product..in market 2nd quality is also availble....😀
",5,JBL T110BT
"Worst. Gift wrapping not done, but the charge has been included. Really disappointed.
",1,JBL T110BT
"My earphones aren’t charging. I tried several different adapters but they simply won’t charge despite of me putting them on charge so many times
",1,JBL T110BT
"I HAVE GET THE JBL BLUETOOTH BUT I DIDN'T  GET THE GIFT WRAP WITH THAT BLUETOOTH.GIVE ME A SOLUTION AS SOON AS POSSIBLE
",1,JBL T110BT
"It’s been 5-6 months I’m using this but voice quality automatically low now and even one is working one isn,t 😞🤦‍♂️😡
",2,JBL T110BT
"Yuck.. poor quality.. treble is very high and annoying. This is supposed to be pure bass. I regret buying this and it was expensive.
",1,JBL T110BT
"It's battery power runs for a long time, once it is fully charged. Really pretty long battery life with awesome connectivity.
",4,JBL T110BT
"Sound quality is good ... Battery life is worst we can get better good 1 below 2k...i didn't expected this in jbl
",2,JBL T110BT
"Bass is poor, Not satisfied. watste of money  Not good  at all sound ok connecting problem voice os not clear
",2,JBL T110BT
"Best for price don't go by review search in myntra or jabong I got it for 1600 best in class
",5,JBL T110BT
"parts are not very durable. Its just 1 month of using and the wire keeps coming out of the ear plug
",3,JBL T110BT
"Good productGood quality sound and power backupRecommend to buy.
",5,JBL T110BT
"The sound clarity is just awesome. Excellent bass. Noise reduction.and most important the battery life is very good.
",5,JBL T110BT
"The magnetic cable works great . The magnetic table was the most attractive part of this product. A great experience
",5,JBL T110BT
"only 1 hr battery life, not good if you want to wear them while running. very uncomfortable to wear ...
",1,JBL T110BT
"It's not working. Not switching on also.
",1,JBL T110BT
"Great Product to buy with fine quality of sound but my item just worked for only 6 months. My badluck
",3,JBL T110BT
"I buy got the product today morning this product is not good while I am in call i getting noice in the from birds
",1,JBL T110BT
"Just amazing product sound quality is better and also battery but i didn't get extra eartips with this package
",4,JBL T110BT
"I have received on 8/05/2018. This is higher super song I mind cool that.
",5,JBL T110BT
"But very long
",3,JBL T110BT
"so i bought it from outside but have to review it........don't buy it , doesn't have any bass at all
",2,JBL T110BT
"The sound quality is not good as the brand name. Bass is nil. Attending call is also not good.
",2,JBL T110BT
"Better buy a headset from local train...far better...don't buy this item
",1,JBL T110BT
"Received today good product but very less sound and bNot to wear long time.
",3,JBL T110BT
"Its was total wastage of money its compatible to one plus 5
",1,JBL T110BT
"Sound normal
",1,JBL T110BT
"only one plug is working and sound quality also not good
",1,JBL T110BT
"Very fine quality and best bass go for it . Don't see negative reviews.
",5,JBL T110BT
"Waste of Time and money
",1,JBL T110BT
"I order earphones with gift pack. But I got gift box only
",2,JBL T110BT
"Sound is very badBattery life is 2h 100% charge
",3,JBL T110BT
"If u r a music lover just go for it.... Worth purchase
",4,JBL T110BT
"Waste. No bass and poor sound quality
",1,JBL T110BT
"Sound quality is not upto the mark... Not acceptable from JBL
",1,JBL T110BT
"Fake productMy left speaker suddenly stopped.
",1,JBL T110BT
"Zero bass sound quality is good
",2,JBL T110BT
"Very very worst product of jbl.I never expect.
",1,JBL T110BT
"Super
",5,JBL T110BT
"JBL as usual always know for quality sound thump up
",5,JBL T110BT
"I can't believe.. JBL Bluetooth without Base😣
",2,JBL T110BT
"Good quality
",5,JBL T110BT
"No bass.. Nothing...  Waste of money
",1,JBL T110BT
"Durability
",5,JBL T110BT
"Sounds problems
",5,JBL T110BT
"Want refund
",1,JBL T110BT
"Worst quality
",1,JBL T110BT
"Super
",3,JBL T110BT
"Best quality
",5,JBL T110BT
"Chutiya bnata h bsdk
",1,JBL T110BT
"Empty box is delivered 😡😠. No product found inside the box. Want my money back.
",1,JBL T110BT
"Awesome Product
",4,JBL T110BT
"Poor
",1,JBL T110BT
"
",5,JBL T110BT
"Not good
",1,JBL T110BT
"Osm Bass
",4,JBL T110BT
"It's very good product from jbl , good sound quality, very light weight and best price, charging slot is also same like mobile slot.
",5,JBL T110BT
"worst quality product ever seen. pathetic bass , slips out of ear anytime,looks are ok but there are better products in this price range.. did not expect this from JBL.
",2,JBL T110BT
"How is the bass effect?
",4,JBL T110BT
"Sound quality not good.
",1,JBL T110BT
"Excellent sound quality and battery backup in affordable prise.
",5,JBL T110BT
"best
",2,JBL T110BT
"This your phone which have got was overall a good product however the comfort level was not enough for long time use
",4,JBL T110BT
"Not good for calling
",1,JBL T110BT
"Third class product
",1,JBL T110BT
"Good
",5,JBL T110BT
"sound nice
",5,JBL T110BT
"Very low Battery life ,very very disappointed.
",1,JBL T110BT
"Best
",5,JBL T110BT
"Not good quality
",1,JBL T110BT
"Everything is fine but battery is not long lasting. I have got 5-6 hour battery in hole day
",4,JBL T110BT
"A nice product from Amazon...
",5,JBL T110BT
"Very nice
",5,JBL T110BT
"This is the first time I bought JBL wireless earphones and now I am never gonna buy JBL wireless items again. Connectivity is okay but sound quality is not good. Like you can't listen even a single song without any disturbance. You will definitely get a delay of 1 sec in each and every song. It's like music is playing and suddenly it stopped and at the same time it's playing again. This is too much of irritation.
",2,JBL T110BT
"Very bad 👎 product don't buy this
",1,JBL T110BT
"Good
",3,JBL T110BT
"Very lite and good looking, only problem with battery backup its upto 4 hours only
",5,JBL T110BT
"Good quality
",5,JBL T110BT
"Good product
",5,JBL T110BT
"It has stopped working in three months. Don't buy
",1,JBL T110BT
"Honestly if you really want to buy first make a distance between your to device it easily catch your sweat and after that you can't use it properly second if you send it to customer service center it take one month to replace. But the good thing in this device is the bass is so good you can feel it. According to me don't buy it. If you have lots of money then waste it
",1,JBL T110BT
"Only in 1 month battery doesn't work properly and care centre also denied to not to prepare itWorst product for me
",3,JBL T110BT
"JBL BT PHONES ARE REALLY PATHETIC WITH POOR BATTERY BACKUP.. SOUND QUALITY IS NOT TOO GREAT.. DONT WASTE YOUR MONEY ON JBL PRODUCTS. BATTERY LAST ONLY FOR 2-3 HRS AFTER THE CHARGE OF 6-7 HRS.. INSTEAD BUY BOSE EARPHONES
",2,JBL T110BT
"Excellent
",5,JBL T110BT
"Average
",3,JBL T110BT
"Best product
",5,JBL T110BT
"Best in class
",5,JBL T110BT
"Useless
",1,JBL T110BT
"Base of the earphone is not good.
",3,JBL T110BT
"Dhjv
",5,JBL T110BT
"Awesome earphones. JBL has high quality sound.
",5,JBL T110BT
"When I order this there is option for I year.warranty  now there is no volume in right side earphone
",1,JBL T110BT
"Good earphones
",5,JBL T110BT
"Very worst I actually love this brand but my opinion is gonna change after this useless very harsh sound
",1,JBL T110BT
"Bluetooth connectivity was not good.returned because
",4,JBL T110BT
"Worst product.. might be its duplicate.
",1,JBL T110BT
"Good quality
",5,JBL T110BT
"As you can see in photos, product is used. JBL logo is not clear. Volume control button has scratch.
",1,JBL T110BT
"I brought JBL T110BT earphones in May 2019 for Rs.2000. In 2nd month, the left earphone had low sound and now it has completed stopped working.Although it is still under warranty, earphones stop working in just 2 months.Bad quality.
",1,JBL T110BT
"Go for it
",4,JBL T110BT
"I like this item
",4,JBL T110BT
"Sound nice
",5,JBL T110BT
"Sound Effect OK but speak with phone is not get fully voice
",1,JBL T110BT
"Sound quality is good, build is good but bass is very low, surely not pure bass.
",4,JBL T110BT
"Good but could be better
",4,JBL T110BT
"Its JBL.
",5,JBL T110BT
"Very good I m happy
",5,JBL T110BT
"The product is  defective. It is not working.
",1,JBL T110BT
"Battery life is good..but bass is ok
",4,JBL T110BT
"Good.. should improve noice cancellation
",5,JBL T110BT
"Not working for last 2months, how to get it repair, don't know,is my money gone waste
",1,JBL T110BT
"Bad
",1,JBL T110BT
"No bass
",2,JBL T110BT
"Bluetooth contacts missing
",5,JBL T110BT
"Good quality, sounds good. Takes a little time to get used to the sound, balanced sound, bass is not overpowering. Magnets on the earphones work only when placed correctly. It won't just cling to eachother if you want it instantly, you'll have to bring the magnets together properly.
",4,JBL T110BT
"After 8 months i am facing issues with its charging.
",1,JBL T110BT
"JBL
",5,JBL T110BT
"Have been using them for few months and I found them quite good for the price...They are quite good and you don’t have to worry about them falling of as you can tie them around your neck and both stick by magnets unlike apple air pods where you alway fear of losing them...Music sound quality is good and voice calling quality is ok...battery backup is really nice..After months of use I will definitely recommend you all to go ahead with these wireless headphones...
",4,JBL T110BT
"Very good product in good price
",5,JBL T110BT
"Don't buy it it's horrible not connecting with phone and if it's connected automatically disconnect I don't know this is from j b l  very bad  horrible  ... Don't buy it go to some author brands
",1,JBL T110BT
"Very bad
",2,JBL T110BT
"Very bad sound call quality very bad no bass
",1,JBL T110BT
"Good
",4,JBL T110BT
"An amazing product but a bit costly.
",5,JBL T110BT
"Sound
",1,JBL T110BT
"the sound is good battery life is good but the wire is too long but it's a very good product
",5,JBL T110BT
"M writing this review after using for almost 7 months , now it has stopped working n have mailed my concern to JBL as it had 1 year of warranty but believe me nobody is ready to reslove or respond to my query, wastey my money on this just because of brand value totally disappointed
",1,JBL T110BT
"Very bad to use long time as it having long ear phone, 1 of earphone not working properly
",1,boAt Rockerz 255
"Good value for money item
",5,boAt Rockerz 255
"Beautiful....best Bluetooth headphone....It is my best headphone till now....
",5,boAt Rockerz 255
"very poor quality and charge does not work!! do not buy this!
",1,boAt Rockerz 255
"Its the best one.. charge stays so long. Good sound quality..
",5,boAt Rockerz 255
"After connecting some sounds are coming not giving good range
",1,boAt Rockerz 255
"Good product
",5,boAt Rockerz 255
"owsm quality
",5,boAt Rockerz 255
"Good product
",5,boAt Rockerz 255
"product is very good.sound quality very goodit is best at this price.
",4,boAt Rockerz 255
"product is very good.sound quality very goodit is best at this price.
",4,boAt Rockerz 255
"The product was good.. it was worth the money. Packing could have been better
",5,boAt Rockerz 255
"nothing..but it would b good if it contains a charger instead of data cable..
",5,boAt Rockerz 255
"First time using boat product and very much  satisfied, bass sound is awesome
",5,boAt Rockerz 255
"Sound Quality is good.Premium LookNeed to improve battery backup.
",5,boAt Rockerz 255
"Great sound and bass connectivity also good battery life continue min 8 hours
",5,boAt Rockerz 255
"Headphone is not upto the mark. Worst sound quality. Unable to receive calls.
",3,boAt Rockerz 255
"Good sound quality
",4,boAt Rockerz 255
"Best in this class
",5,boAt Rockerz 255
"Best ilove this😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍
",5,boAt Rockerz 255
"Nice
",5,boAt Rockerz 255
"Awesome headphones from boat at this range. Ireally loved it after using from months.
",5,boAt Rockerz 255
"Very poor noise cancellation.  At the time of calling receiver can hear lot of noise.
",2,boAt Rockerz 255
"Within 4 months my blue tooth one ear is not working. This is totally waste headphone
",1,boAt Rockerz 255
"Superb base and nic comfortable but only one problem when we ride songs sound breaks.
",4,boAt Rockerz 255
"Its still under warranty. How do i claim it. Right side earphone has stopped working.
",1,boAt Rockerz 255
"There was charging problem in the product so please check the product before delivery
",4,boAt Rockerz 255
"It's awesome products ...it's working properly...I m lots of satisfied about this ...
",5,boAt Rockerz 255
"Don't buy this because I'm not getting the clarity while going more than three meters
",2,boAt Rockerz 255
"Everything is good in this cost
",5,boAt Rockerz 255
"There was charging problem in the product so please check the product before delivery
",4,boAt Rockerz 255
"It's awesome products ...it's working properly...I m lots of satisfied about this ...
",5,boAt Rockerz 255
"Don't buy this because I'm not getting the clarity while going more than three meters
",2,boAt Rockerz 255
"Everything is good in this cost
",5,boAt Rockerz 255
"Almost nice product with this price..!
",4,boAt Rockerz 255
"Static sound will make you irritating.
",1,boAt Rockerz 255
"Within 1 month it started not working.
",1,boAt Rockerz 255
"Good product
",4,boAt Rockerz 255
"Good budget one, battery is main concern.
",4,boAt Rockerz 255
"Worth the money - 5 star
",5,boAt Rockerz 255
"Worth the money - 5 star
",5,boAt Rockerz 255
"Excellent base, worth it
",5,boAt Rockerz 255
"Pls dont buy this product quality is very bad
",1,boAt Rockerz 255
"Except the battery everything is just amazing
",4,boAt Rockerz 255
"Sound quality is good. But mic is not proper.
",3,boAt Rockerz 255
"No Noice cancellation at all
",5,boAt Rockerz 255
"Base Quality Not So Good
",4,boAt Rockerz 255
"I have received this product on 2nd April 2019 and on 10th May 2019 it's not working.
",1,boAt Rockerz 255
"Its pretty good.Sound quality, noise cancellation works better
",5,boAt Rockerz 255
"Every this very good. I love my boat rockerz... Keep rocking dude...
",5,boAt Rockerz 255
"Nice product by boat.....Fast delivery by amazon prime
",5,boAt Rockerz 255
"Good product ! Just wondering how to register for warranty !
",5,boAt Rockerz 255
"Just okkk
",1,boAt Rockerz 255
"SUPER......
",5,boAt Rockerz 255
"Great sound
",4,boAt Rockerz 255
"Not durable product very bad experienceDont buy this product zero star
",1,boAt Rockerz 255
"Awesome product Sound is too good but it's takes time for pair other devices
",5,boAt Rockerz 255
"This product. I used 3month but suddenly not charged headphone  In Yesterday
",1,boAt Rockerz 255
"Battery backup excellent, very handy easy to use, better than boar headphone
",5,boAt Rockerz 255
"Very poor in durability just purchased 3 months ago now not working properly
",2,boAt Rockerz 255
"Battery backup excellent, very handy easy to use, better than boar headphone
",5,boAt Rockerz 255
"Very poor in durability just purchased 3 months ago now not working properly
",2,boAt Rockerz 255
"Best in the market. Battery life good, sound is awesome. Bv value for money.
",4,boAt Rockerz 255
"Decent earphones for music, but disappointing when it comes to call quality.
",3,boAt Rockerz 255
"super
",5,boAt Rockerz 255
"Very good sound and bluetooth connectivity.
",5,boAt Rockerz 255
"It's liked by all of us.
",4,boAt Rockerz 255
"please don't buy it...worst product.i boight 3, Believe me all are worst
",1,boAt Rockerz 255
"It's good at this price but any1 wants more better quality then go for other product
",3,boAt Rockerz 255
"Should recommend all who r willing to buy bt aint getting surety for quality sound..
",5,boAt Rockerz 255
"Recieved defective product and it seems it is not returnable. Just a waste of money.
",1,boAt Rockerz 255
"Stopped working in one month.. and I m not able to return this stupid product back..
",1,boAt Rockerz 255
